id,label,cLabelIdx,cCntryCode,cLCControlNumber,UpName
1043,Warner Pioneer,WARNER PIONEER,Ja,,WARNER PIONEER
1044,K-Industria Cultural,K-INDUSTRIA CULTURAL,,,K-INDUSTRIA CULTURAL
1045,Telefunken,TELEFUNKEN,G,,TELEFUNKEN
1046,SRP Discos,SRP DISCOS,Sp,,SRP DISCOS
1047,Odeon,ODEON,,,ODEON
1048,Adlon,ADLON,Dan.,,ADLON
1049,One Way Records,ONE WAY RECORDS,,,ONE WAY RECORDS
1050,Ambassador,AMBASSADOR,,,AMBASSADOR
1051,CBC Records,CBC RECORDS,Can.,,CBC RECORDS
1052,Keynote,KEYNOTE,,,KEYNOTE
1053,ProJazz,PROJAZZ,,,PROJAZZ
1054,Jazz Bird,JAZZ BIRD,,,JAZZ BIRD
1055,Trip,TRIP,,,TRIP
1056,Lotus,LOTUS,It.,,LOTUS
1057,Who's Who In Jazz,WHOS WHO IN JAZZ,,,WHO'S WHO IN JAZZ
1058,Flat & Sharp,FLAT & SHARP,,,FLAT & SHARP
1059,Drums,DRUMS,,,DRUMS
1060,BMG/Ariola,BMG/ARIOLA,,,BMG/ARIOLA
1061,Strauss,STRAUSS,,,STRAUSS
1062,Palcoscenio,PALCOSCENIO,It.,,PALCOSCENIO
1063,Jamboree,JAMBOREE,,,JAMBOREE
1064,EMI-Manhattan,EMI-MANHATTAN,,,EMI-MANHATTAN
1065,Jazz & Jazz Video Collection,JAZZ & JAZZ VIDEO COLLECTION,,,JAZZ & JAZZ VIDEO COLLECTION
1066,Kultur,KULTUR,,,KULTUR
1067,Taller De Musics,TALLER DE MUSICS,Sp.,,TALLER DE MUSICS
1068,Jazz Stop,JAZZ STOP,,,JAZZ STOP
1069,Dee Gee,DEE GEE,,,DEE GEE
1070,Quantum Leap,QUANTUM LEAP,,,QUANTUM LEAP
1071,Tokuma,TOKUMA,Jap.,,TOKUMA
1072,La Belle Creole,LA BELLE CREOLE,,,LA BELLE CREOLE
1073,Phoenix,PHOENIX,,,PHOENIX
1074,Phoenix10,PHOENIX10,,,PHOENIX10
1075,Barnaby,BARNABY,,,BARNABY
1076,Triloka,TRILOKA,,,TRILOKA
1077,Ayler Records,AYLER RECORDS,,,AYLER RECORDS
1078,ITI,ITI,,,ITI
1079,Polonia,POLONIA,Pol.,,POLONIA
1080,Palmetto,PALMETTO,,,PALMETTO
1081,R.J.E./P.J. Records,RJE/PJ RECORDS,,,R.J.E./P.J. RECORDS
1082,Ruba Music,RUBA MUSIC,,,RUBA MUSIC
1083,Jazz Friends Productions,JAZZ FRIENDS PRODUCTIONS,,,JAZZ FRIENDS PRODUCTIONS
1084,Stunt,STUNT,,,STUNT
1085,Nettle,NETTLE,It.,,NETTLE
1086,Trio,TRIO,Jap.,,TRIO
1087,Columna M£sica,COLUMNA M?SICA,,,COLUMNA M?SICA
1088,SeguÇ,SEGUê,,,SEGUê
1089,Probe,PROBE,,,PROBE
1090,Applause,APPLAUSE,,,APPLAUSE
1091,Amiga,AMIGA,Ger,,AMIGA
1092,Jazz Mark,JAZZ MARK,,,JAZZ MARK
1093,Hi-Lo,HI-LO,,,HI-LO
1094,Gatemouth,GATEMOUTH,,,GATEMOUTH
1095,Monad,MONAD,,,MONAD
1096,Definitive,DEFINITIVE,,,DEFINITIVE
1097,Campi,CAMPI,,,CAMPI
1098,Carrot Top,CARROT TOP,,,CARROT TOP
1099,Carthage,CARTHAGE,,,CARTHAGE
1100,Celluloid,CELLULOID,,,CELLULOID
1101,Dan,DAN,,,DAN
1102,Dark Orchid,DARK ORCHID,,,DARK ORCHID
1103,Delta,DELTA,,,DELTA
1104,Egg,EGG,,,EGG
1105,Ahead,AHEAD,Fr.,,AHEAD
1106,Time Wind,TIME WIND,,,TIME WIND
1107,Jazz View,JAZZ VIEW,,,JAZZ VIEW
1108,Crescent,CRESCENT,,,CRESCENT
1109,Regent,REGENT,,,REGENT
1110,Finite,FINITE,,,FINITE
1111,Smash,SMASH,,,SMASH
1112,Jazz Up,JAZZ UP,,,JAZZ UP
1113,Glad Hamp,GLAD HAMP,,,GLAD HAMP
1114,FM,FM,,,FM
1115,Kingdom Jazz,KINGDOM JAZZ,Eng.,,KINGDOM JAZZ
1116,Pi Recordings,PI RECORDINGS,,,PI RECORDINGS
1117,Ducretet-Thompson,DUCRETET-THOMPSON,,,DUCRETET-THOMPSON
1118,Hi-Fly,HI-FLY,,,HI-FLY
1119,Elec Records Co. Ltd.,ELEC RECORDS CO LTD,Jap.,,ELEC RECORDS CO. LTD.
1120,Test Of Time Records,TEST OF TIME RECORDS,,,TEST OF TIME RECORDS
1121,Unidisc,UNIDISC,,,UNIDISC
1123,Music Club,MUSIC CLUB,Eng.,,MUSIC CLUB
1124,South Ocean Music,SOUTH OCEAN MUSIC,,,SOUTH OCEAN MUSIC
1125,RealTime,REALTIME,,,REALTIME
1126,Elektra Masters,ELEKTRA MASTERS,,,ELEKTRA MASTERS
1127,Jazz Reactivation,JAZZ REACTIVATION,Eng.,,JAZZ REACTIVATION
1128,Mills Music,MILLS MUSIC,,,MILLS MUSIC
1129,"Unicorn Video, Inc.",UNICORN VIDEO INC,,,"UNICORN VIDEO, INC."
1130,Luv 'n Haight,LUV N HAIGHT,,,LUV 'N HAIGHT
1131,SociÇtÇ Franáaise de Productions Phonographiques,SOCIêTê FRANÄAISE DE PRODUCTIONS PHONOGRAPHIQUES,Fr.,,SOCIêTê FRANÄAISE DE PRODUCTIONS PHONOGRAPHIQUES
1132,Cullen Knight Music,CULLEN KNIGHT MUSIC,,,CULLEN KNIGHT MUSIC
1133,Tik,TIK,,,TIK
1134,Signature,SIGNATURE,,,SIGNATURE
1135,Mighty Quinn,MIGHTY QUINN,,,MIGHTY QUINN
1136,Studio 4,STUDIO 4,,,STUDIO 4
1137,Igloo,IGLOO,,,IGLOO
1138,Croscrane,CROSCRANE,,,CROSCRANE
1139,The Family Company,FAMILY COMPANY,,,THE FAMILY COMPANY
1140,Ironic,IRONIC,,,IRONIC
1141,[no label],NO LABEL,,,[NO LABEL]
1142,Munich,MUNICH,,,MUNICH
1143,Heavy Soul Music,HEAVY SOUL MUSIC,Ne.,,HEAVY SOUL MUSIC
1144,Toshiba/Bethlehem,TOSHIBA/BETHLEHEM,Jap.,,TOSHIBA/BETHLEHEM
1145,Harry Lim,HARRY LIM,,,HARRY LIM
1146,Prestige/Swingville,PRESTIGE/SWINGVILLE,,,PRESTIGE/SWINGVILLE
1147,Birdland,BIRDLAND,,,BIRDLAND
1148,Skip,SKIP,,,SKIP
1149,MCA Victor,MCA VICTOR,Jap.,,MCA VICTOR
1150,Oxford,OXFORD,,,OXFORD
1151,Cambridge,CAMBRIDGE,,,CAMBRIDGE
1152,Finnadar,FINNADAR,,,FINNADAR
1153,Nocturne [ii],NOCTURNE II,,,NOCTURNE [II]
1154,Everest,EVEREST,,,EVEREST
1155,Piccadilly,PICCADILLY,,,PICCADILLY
1156,Quintessence Jazz,QUINTESSENCE JAZZ,,,QUINTESSENCE JAZZ
1157,Contempo Vibrato,CONTEMPO VIBRATO,It.,,CONTEMPO VIBRATO
1158,Estee Recordings,ESTEE RECORDINGS,,,ESTEE RECORDINGS
1159,Expansion,EXPANSION,Eng.,,EXPANSION
1160,The Jeremiah Robinson Company,JEREMIAH ROBINSON COMPANY,,,THE JEREMIAH ROBINSON COMPANY
1161,Rizzoli,RIZZOLI,,,RIZZOLI
1162,[no known recording],NO KNOWN RECORDING,,,[NO KNOWN RECORDING]
1163,U.S. Embassy,US EMBASSY,,,U.S. EMBASSY
1164,Cabaret Records,CABARET RECORDS,,,CABARET RECORDS
1165,SF Jazz Records,SF JAZZ RECORDS,,,SF JAZZ RECORDS
1166,Prescription,PRESCRIPTION,,,PRESCRIPTION
1167,NewTone,NEWTONE,,,NEWTONE
1168,Musica,MUSICA,,,MUSICA
1169,Nags Head,NAGS HEAD,,,NAGS HEAD
1170,Blue Labor,BLUE LABOR,,,BLUE LABOR
1171,FDB,FDB,,,FDB
1172,Tangerine,TANGERINE,,,TANGERINE
1173,"Polystar Co., Ltd.",POLYSTAR CO LTD,,,"POLYSTAR CO., LTD."
1174,Rock & Groove,ROCK & GROOVE,,,ROCK & GROOVE
1175,Toshiba-EMI,TOSHIBA-EMI,,,TOSHIBA-EMI
1176,"P.M. Records, Inc.",PM RECORDS INC,,,"P.M. RECORDS, INC."
1177,Sony,SONY,,,SONY
1178,FS World Jazz,FS WORLD JAZZ,,,FS WORLD JAZZ
1179,Golden Crest,GOLDEN CREST,,,GOLDEN CREST
1180,Janika Musik,JANIKA MUSIK,,,JANIKA MUSIK
1181,Igmod,IGMOD,,,IGMOD
1182,Imaginary Records,IMAGINARY RECORDS,,,IMAGINARY RECORDS
1183,Vocal Visions,VOCAL VISIONS,,,VOCAL VISIONS
1184,Harvest,HARVEST,,,HARVEST
1185,Pullen Music,PULLEN MUSIC,,,PULLEN MUSIC
1186,Fable,FABLE,,,FABLE
1187,Bebob,BEBOB,,,BEBOB
1188,DIW/Columbia,DIW/COLUMBIA,,,DIW/COLUMBIA
1189,Tomel,TOMEL,,,TOMEL
1190,September,SEPTEMBER,,,SEPTEMBER
1191,Nuba,NUBA,,,NUBA
1192,Abeat Records,ABEAT RECORDS,,,ABEAT RECORDS
1193,Vega,VEGA,,,VEGA
1194,Oh Boy,OH BOY,,,OH BOY
1195,"Koinuma Music Co., Ltd.",KOINUMA MUSIC CO LTD,Ja.,,"KOINUMA MUSIC CO., LTD."
1196,Tempo,TEMPO,Eng.,,TEMPO
1197,Mace,MACE,,,MACE
1198,Stereophile,STEREOPHILE,,,STEREOPHILE
1199,Savant,SAVANT,,,SAVANT
1200,Nilva,NILVA,,,NILVA
1201,Proscenium,PROSCENIUM,,,PROSCENIUM
1202,Long Hair Music,LONG HAIR MUSIC,,,LONG HAIR MUSIC
1203,Salsoul,SALSOUL,,,SALSOUL
1204,Marlin,MARLIN,,,MARLIN
1205,Recycled Notes,RECYCLED NOTES,,,RECYCLED NOTES
1206,Gerard,GERARD,,,GERARD
1207,Verve/Forecast,VERVE/FORECAST,,,VERVE/FORECAST
1208,Camden,CAMDEN,,,CAMDEN
1209,VPRO,VPRO,,,VPRO
1210,University Of Texas,UNIVERSITY OF TEXAS,,,UNIVERSITY OF TEXAS
1211,New England Conservatory,NEW ENGLAND CONSERVATORY,,,NEW ENGLAND CONSERVATORY
1212,Channel Crossings,CHANNEL CROSSINGS,,,CHANNEL CROSSINGS
1213,Just Jazz,JUST JAZZ,,,JUST JAZZ
1214,Steam,STEAM,,,STEAM
1215,Tollie,TOLLIE,,,TOLLIE
1216,Moira,MOIRA,,,MOIRA
1217,Westbound,WESTBOUND,,,WESTBOUND
1218,Aware,AWARE,,,AWARE
1219,Southbound,SOUTHBOUND,,,SOUTHBOUND
1220,Sirocco Jazz,SIROCCO JAZZ,,,SIROCCO JAZZ
1221,EfVee,EFVEE,,,EFVEE
1222,"Special Olympics International, Inc.",SPECIAL OLYMPICS INTERNATIONAL INC,,,"SPECIAL OLYMPICS INTERNATIONAL, INC."
1223,Coronet Recording Co.,CORONET RECORDING CO,,,CORONET RECORDING CO.
1224,Lucas-McFall Jingle House,LUCAS-MCFALL JINGLE HOUSE,,,LUCAS-MCFALL JINGLE HOUSE
1225,Columbia/Interface,COLUMBIA/INTERFACE,Jap.,,COLUMBIA/INTERFACE
1226,Exclusive,EXCLUSIVE,,,EXCLUSIVE
1227,Severn Records,SEVERN RECORDS,,,SEVERN RECORDS
1228,Morningside Music,MORNINGSIDE MUSIC,,,MORNINGSIDE MUSIC
1229,Sittin' In With,SITTIN IN WITH,,,SITTIN' IN WITH
1230,Norma,NORMA,,,NORMA
1231,Aamco,AAMCO,,,AAMCO
1232,Ken Music,KEN MUSIC,,,KEN MUSIC
1233,Square Discs,SQUARE DISCS,,,SQUARE DISCS
1234,Cellar Live,CELLAR LIVE,,,CELLAR LIVE
1235,Trident,TRIDENT,,,TRIDENT
1236,Laurel Hill Records,LAUREL HILL RECORDS,,,LAUREL HILL RECORDS
1237,Harmolodic,HARMOLODIC,,,HARMOLODIC
1238,Birdology,BIRDOLOGY,,,BIRDOLOGY
1239,Ad-Lib,AD-LIB,,,AD-LIB
1240,QED,QED,,,QED
1241,Leggio,LEGGIO,,,LEGGIO
1242,Marmalade,MARMALADE,,,MARMALADE
1243,Pye,PYE,,,PYE
1244,Fuel 2000,FUEL 2000,,,FUEL 2000
1245,Relativity,RELATIVITY,,,RELATIVITY
1246,Alleycat Productions,ALLEYCAT PRODUCTIONS,,,ALLEYCAT PRODUCTIONS
1247,Blue Jack Jazz Records,BLUE JACK JAZZ RECORDS,,,BLUE JACK JAZZ RECORDS
1248,Escapade,ESCAPADE,,,ESCAPADE
1249,Glass House,GLASS HOUSE,Jap.,,GLASS HOUSE
1250,J's Way,JS WAY,,,J'S WAY
1251,Omix,OMIX,Sp.,,OMIX
1252,Blue Toucan Music,BLUE TOUCAN MUSIC,,,BLUE TOUCAN MUSIC
1253,Modern Music,MODERN MUSIC,Swe.,,MODERN MUSIC
1254,Thelonious Records,THELONIOUS RECORDS,,,THELONIOUS RECORDS
1255,Mexisonor,MEXISONOR,,,MEXISONOR
1256,Pasquale Music,PASQUALE MUSIC,,,PASQUALE MUSIC
1257,Beat Goes Public,BEAT GOES PUBLIC,,,BEAT GOES PUBLIC
1258,MaxJazz,MAXJAZZ,,,MAXJAZZ
1259,Bang & Olufsen,BANG & OLUFSEN,,,BANG & OLUFSEN
1260,Omnitone,OMNITONE,,,OMNITONE
1261,Duke University Jazz,DUKE UNIVERSITY JAZZ,,,DUKE UNIVERSITY JAZZ
1262,Big World,BIG WORLD,,,BIG WORLD
1263,Tax,TAX,,,TAX
1264,Extreme Rarities,EXTREME RARITIES,,,EXTREME RARITIES
1265,Arhoolie,ARHOOLIE,,,ARHOOLIE
1266,Arpeggio,ARPEGGIO,,,ARPEGGIO
1267,Dixieland Jubilee,DIXIELAND JUBILEE,,,DIXIELAND JUBILEE
1268,Cav-a-bob,CAV-A-BOB,,,CAV-A-BOB
1269,Blackbird,BLACKBIRD,,,BLACKBIRD
1270,Blue Angel,BLUE ANGEL,,,BLUE ANGEL
1271,Euphonic,EUPHONIC,,,EUPHONIC
1272,Jansco,JANSCO,,,JANSCO
1273,Jazz Treasury,JAZZ TREASURY,,,JAZZ TREASURY
1274,Valon,VALON,,,VALON
1275,Vault,VAULT,,,VAULT
1276,Scroll,SCROLL,,,SCROLL
1277,Oro,ORO,,,ORO
1278,Master Jazz,MASTER JAZZ,,,MASTER JAZZ
1279,Turtle,TURTLE,,,TURTLE
1280,Seeds,SEEDS,,,SEEDS
1281,Archives Of Jazz,ARCHIVES OF JAZZ,,,ARCHIVES OF JAZZ
1282,Jazz Masters,JAZZ MASTERS,,,JAZZ MASTERS
1283,Kabell,KABELL,,,KABELL
1285,Deuces Wild,DEUCES WILD,,,DEUCES WILD
1286,Think,THINK,Jap.,,THINK
1287,Excellence,EXCELLENCE,,,EXCELLENCE
1288,Dante Record Co.,DANTE RECORD CO,,,DANTE RECORD CO.
1289,Anzic,ANZIC,,,ANZIC
1290,Aspen,ASPEN,,,ASPEN
1291,Fresh Sound New Talent,FRESH SOUND NEW TALENT,,,FRESH SOUND NEW TALENT
1292,Metropolitan Records,METROPOLITAN RECORDS,,,METROPOLITAN RECORDS
1293,MTA Records,MTA RECORDS,,,MTA RECORDS
1294,Bakton Records,BAKTON RECORDS,,,BAKTON RECORDS
1295,JazzNewYork Productions,JAZZNEWYORK PRODUCTIONS,,,JAZZNEWYORK PRODUCTIONS
1296,Splasc(h),SPLASCH,,,SPLASC(H)
1297,Pure Pleasure,PURE PLEASURE,,,PURE PLEASURE
1298,Ace,ACE,UK,,ACE
1299,Rev-Ola,REV-OLA,UK,,REV-OLA
1300,Indigo,INDIGO,UK,,INDIGO
1301,JSP,JSP,UK,,JSP
1302,H. R. S.,H R S,,,H. R. S.
1303,Ruval,RUVAL,,,RUVAL
1304,Divine,DIVINE,,,DIVINE
1305,Passport Audio,PASSPORT AUDIO,,,PASSPORT AUDIO
1306,Antilles/New Directions,ANTILLES/NEW DIRECTIONS,,,ANTILLES/NEW DIRECTIONS
1307,Nemu Records,NEMU RECORDS,,,NEMU RECORDS
1309,Jazz Child,JAZZ CHILD,,,JAZZ CHILD
1310,Neatwork,NEATWORK,Austr,,NEATWORK
1311,Beat Goes On,BEAT GOES ON,,,BEAT GOES ON
1312,Hank Russell Music,HANK RUSSELL MUSIC,,,HANK RUSSELL MUSIC
1313,Harkit,HARKIT,,,HARKIT
1314,Smalls,SMALLS,,,SMALLS
1315,Secret Sun,SECRET SUN,,,SECRET SUN
1316,Southport,SOUTHPORT,,,SOUTHPORT
1317,Mainstem,MAINSTEM,,,MAINSTEM
1318,Village Life,VILLAGE LIFE,,,VILLAGE LIFE
1319,Dutton Vocalion,DUTTON VOCALION,,,DUTTON VOCALION
1320,Hip Bop,HIP BOP,,,HIP BOP
1321,Jazzz,JAZZZ,,,JAZZZ
1322,World Broadcasting System,WORLD BROADCASTING SYSTEM,,,WORLD BROADCASTING SYSTEM
1324,Jazz Key,JAZZ KEY,,,JAZZ KEY
1325,JazzBridge,JAZZBRIDGE,,,JAZZBRIDGE
1326,Quartet,QUARTET,,,QUARTET
1327,Night Music Productions,NIGHT MUSIC PRODUCTIONS,,,NIGHT MUSIC PRODUCTIONS
1328,Arbors Jazz,ARBORS JAZZ,,,ARBORS JAZZ
1329,Love & Smiles Music,LOVE & SMILES MUSIC,,,LOVE & SMILES MUSIC
1330,Shandi,SHANDI,,,SHANDI
1331,Switch,SWITCH,Eng.,,SWITCH
1332,Boptism Music Co.,BOPTISM MUSIC CO,,,BOPTISM MUSIC CO.
1333,Montreux/Detroit Records,MONTREUX/DETROIT RECORDS,,,MONTREUX/DETROIT RECORDS
1334,Im-Hotep,IM-HOTEP,,,IM-HOTEP
1335,GWB,GWB,,,GWB
1336,Serenus,SERENUS,,,SERENUS
1337,Brilliant Jazz,BRILLIANT JAZZ,,,BRILLIANT JAZZ
1338,...And More Bears,AND MORE BEARS,Ger.,,...AND MORE BEARS
1340,Mirwood,MIRWOOD,,,MIRWOOD
1341,Atelier Sawano,ATELIER SAWANO,Jap.,,ATELIER SAWANO
1342,Estate Record Co.,ESTATE RECORD CO,,,ESTATE RECORD CO.
1343,Rainbow,RAINBOW,,,RAINBOW
1344,Cubop,CUBOP,,,CUBOP
1345,Nigram,NIGRAM,Du.,,NIGRAM
1346,Jazz Greats,JAZZ GREATS,,,JAZZ GREATS
1347,Retrieval,RETRIEVAL,,,RETRIEVAL
1348,Gig,GIG,,,GIG
1349,MDM Productions,MDM PRODUCTIONS,,,MDM PRODUCTIONS
1350,Sea Change,SEA CHANGE,,,SEA CHANGE
1351,Jazz Excursion,JAZZ EXCURSION,,,JAZZ EXCURSION
1352,Naim,NAIM,,,NAIM
1353,Alsut,ALSUT,,,ALSUT
1354,CjR,CJR,,,CJR
1355,Deep Listening,DEEP LISTENING,,,DEEP LISTENING
1356,Eighth Day,EIGHTH DAY,,,EIGHTH DAY
1357,Boxholder,BOXHOLDER,,,BOXHOLDER
1358,Usine,USINE,,,USINE
1359,Recorded,RECORDED,,,RECORDED
1360,Abstract Music,ABSTRACT MUSIC,,,ABSTRACT MUSIC
1361,Roaratorio,ROARATORIO,,,ROARATORIO
1362,Jazz Archives,JAZZ ARCHIVES,,,JAZZ ARCHIVES
1363,DeLuxe,DELUXE,,,DELUXE
1364,Swingtime,SWINGTIME,,,SWINGTIME
1366,Trans World,TRANS WORLD,,,TRANS WORLD
1367,EMI Columbia,EMI COLUMBIA,Eng.,,EMI COLUMBIA
1368,RGB,RGB,,,RGB
1369,JazzKey Music,JAZZKEY MUSIC,,,JAZZKEY MUSIC
1370,Membran,MEMBRAN,Ger.,,MEMBRAN
1371,DJM,DJM,Eng.,,DJM
1372,Top Jazz,TOP JAZZ,It.,,TOP JAZZ
1373,Audio Daddio,AUDIO DADDIO,,,AUDIO DADDIO
1374,JMA,JMA,,,JMA
1375,Double Image,DOUBLE IMAGE,,,DOUBLE IMAGE
1376,Celestial Harmonies,CELESTIAL HARMONIES,,,CELESTIAL HARMONIES
1377,Scantalia Productions,SCANTALIA PRODUCTIONS,,,SCANTALIA PRODUCTIONS
1378,Episode,EPISODE,,,EPISODE
1379,Kharma,KHARMA,,,KHARMA
1380,Ruddy Duck,RUDDY DUCK,,,RUDDY DUCK
1381,Get Back,GET BACK,,,GET BACK
1382,Snapper,SNAPPER,Eng.,,SNAPPER
1383,Chicago Lakeside Jazz,CHICAGO LAKESIDE JAZZ,,,CHICAGO LAKESIDE JAZZ
1384,Vtho,VTHO,,,VTHO
1385,Lifeforce Jazz,LIFEFORCE JAZZ,,,LIFEFORCE JAZZ
1386,AECO,AECO,,,AECO
1387,Rogue Art,ROGUE ART,,,ROGUE ART
1388,Edex Records,EDEX RECORDS,,,EDEX RECORDS
1389,Jazzizit,JAZZIZIT,Eng.,,JAZZIZIT
1390,Session,SESSION,,,SESSION
1391,Lunar Modules,LUNAR MODULES,,,LUNAR MODULES
1392,Audiophonic,AUDIOPHONIC,,,AUDIOPHONIC
1393,Yupiteru,YUPITERU,Jap.,,YUPITERU
1394,Jazz Inspiration,JAZZ INSPIRATION,Can.,,JAZZ INSPIRATION
1395,Unisson Records,UNISSON RECORDS,Can.,,UNISSON RECORDS
1396,Garagista Music,GARAGISTA MUSIC,,,GARAGISTA MUSIC
1397,No Coast Jazz Records,NO COAST JAZZ RECORDS,,,NO COAST JAZZ RECORDS
1398,Sonic Alchemy,SONIC ALCHEMY,,,SONIC ALCHEMY
1399,Vivicom,VIVICOM,,,VIVICOM
1400,Town And Country Records,TOWN AND COUNTRY RECORDS,,,TOWN AND COUNTRY RECORDS
1401,Topic,TOPIC,,,TOPIC
1402,Golden Guinea,GOLDEN GUINEA,,,GOLDEN GUINEA
1403,Fledg'ling,FLEDGLING,,,FLEDG'LING
1404,See For Miles,SEE FOR MILES,,,SEE FOR MILES
1405,Jazzmyn,JAZZMYN,,,JAZZMYN
1406,Miles High Productions,MILES HIGH PRODUCTIONS,,,MILES HIGH PRODUCTIONS
1407,Scorpio,SCORPIO,,,SCORPIO
1408,V-Disc,V-DISC,,,V-DISC
1410,unknown broadcast,UNKNOWN BROADCAST,,,UNKNOWN BROADCAST
1411,Asch,ASCH,,,ASCH
1413,Disc,DISC,,,DISC
1414,Blue Canoe,BLUE CANOE,,,BLUE CANOE
1415,Jazzology,JAZZOLOGY,,,JAZZOLOGY
1416,Futurama,FUTURAMA,,,FUTURAMA
1417,Origin,ORIGIN,,,ORIGIN
1418,NY Jam,NY JAM,,,NY JAM
1419,Jazzed Media,JAZZED MEDIA,,,JAZZED MEDIA
1420,Noteworthy,NOTEWORTHY,,,NOTEWORTHY
1421,Exclusive Arts,EXCLUSIVE ARTS,,,EXCLUSIVE ARTS
1422,Famous Door,FAMOUS DOOR,,,FAMOUS DOOR
1423,Meldac,MELDAC,,,MELDAC
1424,Monterey Jazz Festival Records,MONTEREY JAZZ FESTIVAL RECORDS,,,MONTEREY JAZZ FESTIVAL RECORDS
1425,Luz Records,LUZ RECORDS,,,LUZ RECORDS
1426,Dusty Groove,DUSTY GROOVE,,,DUSTY GROOVE
1427,GaleForce Records,GALEFORCE RECORDS,,,GALEFORCE RECORDS
1428,Lasheda Records,LASHEDA RECORDS,,,LASHEDA RECORDS
1429,18th And Vine,18TH AND VINE,,,18TH AND VINE
1430,Ugli Fruit Productions,UGLI FRUIT PRODUCTIONS,,,UGLI FRUIT PRODUCTIONS
1431,J. C. Recordings,J C RECORDINGS,,,J. C. RECORDINGS
1432,Sundazed,SUNDAZED,,,SUNDAZED
1433,Fun House,FUN HOUSE,,,FUN HOUSE
1434,Riza Records,RIZA RECORDS,,,RIZA RECORDS
1435,Apollon,APOLLON,,,APOLLON
1436,Sweet Basil,SWEET BASIL,,,SWEET BASIL
1437,MOCA,MOCA,,,MOCA
1438,Knit Classics,KNIT CLASSICS,,,KNIT CLASSICS
1439,LP Time,LP TIME,,,LP TIME
1440,Valiant,VALIANT,,,VALIANT
1441,PBR International,PBR INTERNATIONAL,,,PBR INTERNATIONAL
1442,Collector's Choice,COLLECTORS CHOICE,,,COLLECTOR'S CHOICE
1443,Glory,GLORY,,,GLORY
1444,Lineage,LINEAGE,,,LINEAGE
1445,Gene Norman Presents,GENE NORMAN PRESENTS,,,GENE NORMAN PRESENTS
1446,Interlude,INTERLUDE,,,INTERLUDE
1447,Camard Records,CAMARD RECORDS,,,CAMARD RECORDS
1448,Whippet,WHIPPET,,,WHIPPET
1449,Ocium,OCIUM,,,OCIUM
1450,Dale,DALE,,,DALE
1451,Jax,JAX,,,JAX
1452,Phoenix Jazz,PHOENIX JAZZ,,,PHOENIX JAZZ
1453,Strathallan,STRATHALLAN,,,STRATHALLAN
1454,Manor,MANOR,,,MANOR
1455,Hip-OSelect,HIP-OSELECT,,,HIP-OSELECT
1456,Zoho Music,ZOHO MUSIC,,,ZOHO MUSIC
1457,Spice Of Life,SPICE OF LIFE,,,SPICE OF LIFE
1458,Bush,BUSH,,,BUSH
1459,CSP,CSP,,,CSP
1460,SilverTone,SILVERTONE,,,SILVERTONE
1461,World Wide Records,WORLD WIDE RECORDS,,,WORLD WIDE RECORDS
1462,Asterik,ASTERIK,,,ASTERIK
1463,Karl Boxer,KARL BOXER,,,KARL BOXER
1464,Princess,PRINCESS,,,PRINCESS
1465,Nosniv Music,NOSNIV MUSIC,,,NOSNIV MUSIC
1466,Jamie,JAMIE,,,JAMIE
1467,Motif,MOTIF,,,MOTIF
1468,Herald,HERALD,,,HERALD
1469,Mount Vernon Music,MOUNT VERNON MUSIC,,,MOUNT VERNON MUSIC
1470,3D Japan,3D JAPAN,Jap.,,3D JAPAN
1471,Woofy,WOOFY,,,WOOFY
1472,Rep,REP,,,REP
